case_id,transaction_id,dispute_description,ground_truth_reason,transaction_amount,missing_document,contradiction,expected_human_review,synthetic
SYN-00208,TXN-362147,unclear problem with this purchase,Other,10551.35,False,False,True,True
SYN-00698,TXN-685126,service was not as advertised,Product not as described,4739.43,True,False,True,True
SYN-01282,TXN-828252,service was not as advertised,Product not as described,32015.11,True,False,True,True
SYN-00819,TXN-817303,same transaction debited two tims. details missing,Duplicate charge,50219.71,False,False,False,True
SYN-00339,TXN-909676,duplicate payment appears on my card,Duplicate charge,28628.82,True,False,True,True
SYN-01055,TXN-206816,membership was cancelled but billing continued,Subscription cancellation dispute,45801.87,False,False,False,True
SYN-00300,TXN-665497,merchant has not processed my refund,Refund not processed,49701.74,False,False,False,True
SYN-00845,TXN-510339,I never authorized this transaction,Transaction not recognized,52563.83,False,False,False,True
SYN-01598,TXN-840632,invoice total differs from debit,Incorrect transaction amount,8398.3,False,False,False,True
SYN-00655,TXN-734992,renewal debit after cancellation,Subscription cancellation dispute,65079.04,True,True,True,True
SYN-01223,TXN-659102,charged after cancelling subscription,Subscription cancellation dispute,37647.88,False,False,False,True
SYN-00824,TXN-745710,unclear problem with this purchase ref tx,Other,19052.66,True,False,True,True
SYN-00117,TXN-893188,I do not recognize this payment,Transaction not recognized,27260.46,False,False,False,True
SYN-00735,TXN-537605,charged after cancelling subscription,Subscription cancellation dispute,51551.63,False,False,False,True
SYN-00820,TXN-111307,return completed but money not credited,Refund not processed,40220.02,False,False,False,True
SYN-00325,TXN-746467,I do not recognize this payment. ugent,Transaction not recognized,47901.74,False,True,True,True
SYN-01484,TXN-863589,return completed but money not credited,Refund not processed,51496.34,False,True,True,True
SYN-01147,TXN-937836,duplicate payment appears on my card,Duplicate charge,39613.65,False,True,True,True
SYN-00581,TXN-514306,unknown purchase on my statement,Transaction not recognized,32937.61,True,False,True,True
SYN-00776,TXN-922072,I have another issue with this transaction,Other,25265.54,False,False,False,True
SYN-01391,TXN-563518,charged after cancelling subscription. custmer says,Subscription cancellation dispute,19350.02,True,False,True,True
SYN-01059,TXN-849941,charged twice for the same order,Duplicate charge,20097.24,True,True,True,True
SYN-00244,TXN-843788,return copleted but money not credited,Refund not processed,12314.29,False,False,False,True
SYN-01393,TXN-754974,order never delivered although tracking says pending,Product not received,38532.96,False,False,False,True
SYN-01174,TXN-216123,invoice total differs rom debit. details missing,Incorrect transaction amount,11945.41,False,False,False,True
SYN-01349,TXN-841821,I do not recognize this payent,Transaction not recognized,25510.9,True,False,True,True
SYN-00836,TXN-135695,merchant has not processed my refund. please help,Refund not processed,19041.08,False,False,False,True
SYN-00380,TXN-274044,refund promised but not received. custmer says,Refund not processed,47530.88,False,False,False,True
SYN-00987,TXN-194634,duplicate payment appears on my card,Duplicate charge,19313.18,False,False,False,True
SYN-00690,TXN-388698,service was not as advertised,Product not as described,54983.43,True,False,True,True
SYN-01458,TXN-821673,item is different from its description. custmer says,Product not as described,74219.45,False,False,False,True
SYN-01565,TXN-372148,I never authorized this transaction,Transaction not recognized,59047.62,False,False,False,True
SYN-00014,TXN-260265,charged the wrong amount,Incorrect transaction amount,64610.36,False,False,False,True
SYN-00496,TXN-817659,unclear problem with this purchase,Other,21343.51,False,False,True,True
SYN-00617,TXN-830550,order never delivered although tracking says pending,Product not received,57162.9,False,False,False,True
SYN-00076,TXN-936912,refund promised but not received,Refund not processed,50231.42,False,False,False,True
SYN-00072,TXN-668969,I have another issue with this transaction. ref tx,Other,30687.84,False,True,True,True
SYN-00584,TXN-105274,unclear problem with this purchase,Other,9417.11,False,False,True,True
SYN-01595,TXN-392163,duplicate payment appears on my card,Duplicate charge,17528.49,False,True,True,True
SYN-00141,TXN-362801,unknown purchase on my statement,Transaction not recognized,14421.06,False,False,False,True
SYN-00643,TXN-616256,same transaction debited two times. possible mix up,Duplicate charge,46625.55,True,False,True,True
SYN-00882,TXN-125599,item is different from its description. custmer says,Product not as described,56096.79,False,False,False,True
SYN-00726,TXN-828834,charged the wrong amount,Incorrect transaction amount,74424.19,False,False,False,True
SYN-01202,TXN-355376,item is different from its description. details missing,Product not as described,32251.07,True,False,True,True
SYN-00421,TXN-486162,I do not recognize this payment,Transaction not recognized,18344.53,False,False,False,True
SYN-00849,TXN-502824,my parcel has not arrived,Product not received,41674.32,True,False,True,True
SYN-00176,TXN-155164,payment dispute needs investigation. merchant disagrees,Other,44797.13,True,False,True,True
SYN-01517,TXN-509599,I do not recognize this payment,Transaction not recognized,53025.31,False,False,False,True
SYN-01157,TXN-590262,I never authorized this transaction,Transaction not recognized,32071.88,False,False,False,True
SYN-00252,TXN-571435,refund promised but not received,Refund not processed,9363.76,True,False,True,True
SYN-01553,TXN-188597,orde never delivered although tracking says pending,Product not received,22670.18,True,False,True,True
SYN-01256,TXN-949566,unclear problem with this purchase,Other,28377.18,False,False,True,True
SYN-00739,TXN-433025,same transaction debited two times,Duplicate charge,9054.49,False,False,False,True
SYN-00169,TXN-797660,my parcel has not arrived,Product not received,26648.49,True,True,True,True
SYN-01115,TXN-616777,duplicate payment appears on my card,Duplicate charge,2951.38,False,False,False,True
SYN-00136,TXN-401603,I have another issue with this transaction,Other,60386.36,True,True,True,True
SYN-00935,TXN-464733,charged aftr cancelling subscription,Subscription cancellation dispute,71169.56,False,False,False,True
SYN-00248,TXN-748133,I have another issue with this transaction. custmer says,Other,42995.43,True,False,True,True
SYN-00688,TXN-822730,unclear problem with this purchase,Other,14633.0,False,False,True,True
SYN-01577,TXN-355882,order never delivered although tracking says pending,Product not received,43227.81,True,False,True,True
SYN-01394,TXN-815711,product quality and colour do not match,Product not as described,65690.0,False,False,False,True
SYN-00577,TXN-191772,did not receive the prouct,Product not received,25011.64,True,False,True,True
SYN-00212,TXN-781533,refund prmised but not received,Refund not processed,62970.23,True,False,True,True
SYN-01177,TXN-167077,my parcel has not arrived,Product not received,10872.5,True,True,True,True
SYN-00656,TXN-440881,I have another issue with this transaction,Other,21488.02,False,False,False,True
SYN-00058,TXN-799287,product quality and colour do not match,Product not as described,38132.27,True,False,True,True
SYN-01031,TXN-117058,renewal debit after cancellation,Subscription cancellation dispute,57694.55,False,False,False,True
SYN-00533,TXN-810859,unknown purchase on my statement. ref tx,Transaction not recognized,1123.56,True,False,True,True
SYN-01306,TXN-530670,product quality and colour do notmatch,Product not as described,67408.44,True,False,True,True
SYN-00054,TXN-220944,invoice total differs from debit,Incorrect transaction amount,70454.88,False,False,False,True
SYN-00064,TXN-534572,I have another issue with this transaction. please help,Other,5646.62,False,False,False,True
SYN-00220,TXN-868544,merchant has not processed my refund,Refund not processed,25990.57,True,False,True,True
SYN-01452,TXN-104872,return completed but money not credited,Refund not processed,64236.37,True,False,True,True
SYN-01404,TXN-539459,refund promised but not received. ref tx,Refund not processed,26325.21,False,True,True,True
SYN-00798,TXN-207932,invoice total differs from debit,Incorrect transaction amount,9728.2,False,False,False,True
SYN-00693,TXN-506313,unknown purchase on my statement,Transaction not recognized,40513.49,False,False,False,True
SYN-01581,TXN-734960,I do not recognize this payment,Transaction not recognized,50009.18,False,False,False,True
SYN-00497,TXN-787991,my parcel has not arrived,Product not received,20910.27,True,False,True,True
SYN-00187,TXN-281926,same transaction debited two times,Duplicate charge,19345.68,True,True,True,True
SYN-01236,TXN-393042,merchant has not processed my refund,Refund not processed,65201.46,True,False,True,True
SYN-01333,TXN-293007,unknown purchase on my statement,Transaction not recognized,20507.04,False,False,False,True
SYN-01593,TXN-703075,my parcel has not arrived,Product not received,39030.81,False,False,False,True
SYN-00150,TXN-222343,amount taken is higher than agreed. please help,Incorrect transaction amount,48762.76,False,False,False,True
SYN-01566,TXN-786398,invoice total differs from debit. custmer says,Incorrect transaction amount,17603.13,False,False,False,True
SYN-01207,TXN-292461,charged after cancelling subscription,Subscription cancellation dispute,39205.62,True,False,True,True
SYN-01139,TXN-451965,same transaction debited two times,Duplicate charge,42543.61,False,False,False,True
SYN-00225,TXN-938171,did not receive the product. merchant disagrees,Product not received,20635.88,True,False,True,True
SYN-00573,TXN-145981,unknown purchase on my statement. details missing,Transaction not recognized,33527.1,False,False,False,True
SYN-00775,TXN-777015,charged after cancelling subscription. possible mix up,Subscription cancellation dispute,59834.43,False,False,False,True
SYN-00908,TXN-305222,merchant has not processed my refund. custmer says,Refund not processed,57578.48,False,False,False,True
SYN-01280,TXN-326534,I have another issue with this transaction. urgent,Other,45240.0,False,False,False,True
SYN-01275,TXN-141044,charged twice for the same order,Duplicate charge,23708.66,True,False,True,True
SYN-00705,TXN-672130,order never delivered although tracking says pending,Product not received,18205.29,False,False,False,True
SYN-00062,TXN-640490,amount taken is higher than agreed,Incorrect transaction amount,6541.79,False,True,True,True
SYN-00883,TXN-757258,duplicate payment appears on my card,Duplicate charge,65391.95,False,False,False,True
SYN-00921,TXN-253235,my parcel has not arrived,Product not received,43707.34,True,False,True,True
SYN-00867,TXN-597457,same transaction debited two times,Duplicate charge,51455.92,True,False,True,True
SYN-00214,TXN-256782,amount taken is higher than agreed,Incorrect transaction amount,16330.19,False,True,True,True
SYN-00665,TXN-599284,my parcel has not arrived. possible mix up,Product not received,68662.29,True,False,True,True
SYN-01513,TXN-388548,order never delivered although tracking says pending,Product not received,27676.36,True,False,True,True
SYN-00535,TXN-462544,renewal debit after cancellation,Subscription cancellation dispute,18792.81,True,False,True,True
SYN-00267,TXN-353961,duplicate payment appears on my card. custmer says,Duplicate charge,61660.09,False,False,False,True
SYN-00841,TXN-370782,order never delivered although tracking says pending. please help,Product not received,74697.7,True,False,True,True
SYN-01579,TXN-180157,charged twice for the same order,Duplicate charge,42121.75,False,True,True,True
SYN-01345,TXN-172827,did not receive the product. merchant disagrees,Product not received,45664.7,True,False,True,True
SYN-01574,TXN-899656,amount taken is higher than agreed. urgent,Incorrect transaction amount,11424.74,False,False,False,True
SYN-00924,TXN-938732,refund promised but not received,Refund not processed,63405.46,True,False,True,True
SYN-00004,TXN-197251,refund promised but not received,Refund not processed,25376.61,True,False,True,True
SYN-00754,TXN-825318,product quality and colour do not match,Product not as described,18905.41,True,False,True,True
SYN-00370,TXN-491439,service was not as advertised,Product not as described,8946.89,True,False,True,True
SYN-01485,TXN-356238,I never authorized this transaction. ref tx,Transaction not recognized,37437.35,False,True,True,True
SYN-01019,TXN-145976,same transaction debited two times,Duplicate charge,633.25,False,False,False,True
SYN-00622,TXN-681866,invoice total differs from debit,Incorrect transaction amount,27891.3,False,False,False,True
SYN-01451,TXN-442753,duplicate payment appears on my card,Duplicate charge,13000.42,False,True,True,True
SYN-00628,TXN-311505,return completed but money not credited. details mising,Refund not processed,33034.55,False,False,False,True
SYN-00725,TXN-322167,I do not recognize this paymen. possible mix up,Transaction not recognized,55552.71,False,False,False,True
SYN-00057,TXN-796503,did not receive the product,Product not received,32460.48,False,False,False,True
SYN-00329,TXN-414546,order never delivered althogh tracking says pending,Product not received,52352.97,False,False,False,True
SYN-00257,TXN-900961,order never delivered although tracking says pending,Product not received,54617.33,False,False,False,True
SYN-01192,TXN-542166,payment dispute needs investigation,Other,7034.8,False,False,False,True
SYN-01153,TXN-606773,did not receive the product,Product not received,39505.11,True,False,True,True
SYN-01014,TXN-397917,invoice total differs from debit,Incorrect transaction amount,7198.72,False,True,True,True
SYN-00124,TXN-678727,return completed but money not credited,Refund not processed,26014.62,True,False,True,True
SYN-01191,TXN-909930,renewal debit after cancllation,Subscription cancellation dispute,548.0,True,True,True,True
SYN-00846,TXN-918871,amount taken is higher than agreed. custmer says,Incorrect transaction amount,63334.72,False,False,False,True
SYN-00567,TXN-842057,renewal debit after cancellation,Subscription cancellation dispute,5650.56,False,False,False,True
SYN-01151,TXN-185362,membership was cancelled but billing continued,Subscription cancellation dispute,15850.18,False,False,False,True
SYN-01399,TXN-140141,charged after cancelling subscription. details missing,Subscription cancellation dispute,21021.73,False,False,False,True
SYN-00237,TXN-815054,I do not recognize this payment,Transaction not recognized,6765.84,False,False,False,True
SYN-01457,TXN-337336,my parcel has not arrived. please help,Product not received,54373.88,False,False,False,True
SYN-00106,TXN-134225,item is different from its description,Product not as described,35348.92,False,False,False,True
SYN-00016,TXN-663054,payment dispute needs investigation,Other,51191.62,True,False,True,True
SYN-00557,TXN-980155,I never authorized this transaction. merchant disagrees,Transaction not recognized,18941.21,True,False,True,True
SYN-00635,TXN-907369,same transaction debited two times,Duplicate charge,42324.57,False,False,False,True
SYN-00068,TXN-954596,return completed but money not credited,Refund not processed,33303.93,True,False,True,True
SYN-00166,TXN-575528,amount taken is higher than agreed,Incorrect transaction amount,25551.42,False,False,False,True
SYN-00827,TXN-889327,charged twice for the same order. please help,Duplicate charge,62853.38,False,False,False,True
SYN-01295,TXN-865411,charged after cancelling subscription,Subscription cancellation dispute,6143.8,True,True,True,True
SYN-00457,TXN-435039,did not receive the product. detals missing,Product not received,18001.33,True,False,True,True
SYN-01446,TXN-489714,charged the wrong amount,Incorrect transaction amount,16294.99,True,False,True,True
SYN-00123,TXN-715448,duplicate payment appears on my card. possible mix up,Duplicate charge,22531.28,False,False,False,True
SYN-01128,TXN-920664,I have another issue with this transaction. please help,Other,52063.3,False,False,False,True
SYN-00634,TXN-370211,item is different from its description,Product not as described,38593.36,True,True,True,True
SYN-00235,TXN-372933,charged twice for the same order. urgent,Duplicate charge,19780.16,False,False,False,True
SYN-01310,TXN-308658,charged the wrong amount. urgent,Incorrect transaction amount,12190.54,False,False,False,True
SYN-00866,TXN-586765,service was not as advertised,Product not as described,38163.56,False,False,False,True
SYN-00813,TXN-242371,I do not recognize this payment. please help,Transaction not recognized,49412.57,True,False,True,True
SYN-00443,TXN-329659,duplicate payment appears on my card,Duplicate charge,24051.36,False,True,True,True
SYN-00559,TXN-349136,renewal debit after cancellation,Subscription cancellation dispute,42182.6,False,False,False,True
SYN-00283,TXN-617904,charged twice for the sme order. details missing,Duplicate charge,40838.42,True,False,True,True
SYN-01082,TXN-489511,service was nt as advertised,Product not as described,11666.33,False,True,True,True
SYN-00482,TXN-932204,service was not as advertised. custmer says,Product not as described,25471.72,True,False,True,True
SYN-01276,TXN-188720,refund promised but not received,Refund not processed,56529.29,True,False,True,True
SYN-00875,TXN-409499,same transaction debited two ties. urgent,Duplicate charge,25898.83,False,True,True,True
SYN-01041,TXN-761032,did not receive the product. merchant disagrees,Product not received,788.0,False,True,True,True
SYN-00464,TXN-736818,unclear problem with this purchase,Other,49091.56,False,False,True,True
SYN-01474,TXN-750348,item is different from its description. please help,Product not as described,20803.64,True,False,True,True
SYN-00602,TXN-494956,service was not as advertised,Product not as described,42847.55,False,False,False,True
SYN-01336,TXN-239430,I have another issue with this transaction. details missing,Other,66293.35,True,True,True,True
SYN-00842,TXN-615959,product quality and colour do not match. please help,Product not as described,13546.65,False,False,False,True
SYN-01217,TXN-140712,did not receive the product,Product not received,30776.72,False,False,False,True
SYN-01524,TXN-220034,return completed but money not credited,Refund not processed,45970.0,False,True,True,True
SYN-01441,TXN-716121,did not receive the product,Product not received,59527.65,False,True,True,True
SYN-01084,TXN-228270,merchant has not processed my refund. merchant disagrees,Refund not processed,36761.25,True,False,True,True
SYN-01021,TXN-673734,I never authorized this transaction. possibe mix up,Transaction not recognized,55835.98,True,False,True,True
SYN-00919,TXN-881782,renewal debit after cancelation,Subscription cancellation dispute,5190.08,True,False,True,True
SYN-00729,TXN-780956,did not receive the product. possible mix up,Product not received,22077.96,False,True,True,True
SYN-01190,TXN-794723,amount taken is higher than agreed,Incorrect transaction amount,39310.53,True,False,True,True
SYN-00375,TXN-335765,memership was cancelled but billing continued,Subscription cancellation dispute,2644.63,False,False,False,True
SYN-01580,TXN-966945,merchant has not processed my refund,Refund not processed,42786.37,False,False,False,True
SYN-00307,TXN-436241,charged twice for the same order,Duplicate charge,50505.06,True,False,True,True
SYN-01379,TXN-692232,charged twice for the same order,Duplicate charge,73254.38,True,False,True,True
SYN-00258,TXN-177103,product quality and colour do not match,Product not as described,41580.63,False,False,False,True
SYN-00318,TXN-203398,invoice total differs from debit,Incorrect transaction amount,37395.84,True,False,True,True
SYN-01206,TXN-797309,charged the wrong amount. custmer says,Incorrect transaction amount,68015.98,True,False,True,True
SYN-00071,TXN-184491,membership was cancelled but billing continued,Subscription cancellation dispute,66998.3,True,False,True,True
SYN-01171,TXN-573469,duplicate payment appears n my card. ref tx,Duplicate charge,42799.29,True,True,True,True
SYN-00861,TXN-265416,I do ot recognize this payment,Transaction not recognized,28333.98,False,False,False,True
SYN-00015,TXN-654816,renewal debit after cancellation. custmer says,Subscription cancellation dispute,74709.88,True,False,True,True
SYN-00513,TXN-863187,did not receive the product,Product not received,21953.21,False,False,False,True
SYN-01500,TXN-471399,refund promised but not received,Refund not processed,26944.77,False,False,False,True
SYN-01534,TXN-427406,charged the wrong amunt,Incorrect transaction amount,45920.91,True,False,True,True
SYN-01487,TXN-652501,renewal debit after cancellation. merchant disagrees,Subscription cancellation dispute,33804.8,False,False,False,True
SYN-00215,TXN-227767,renewal debit after cancellation,Subscription cancellation dispute,17974.73,False,False,False,True
SYN-01289,TXN-433443,did not receive the product,Product not received,3786.7,True,True,True,True
SYN-00298,TXN-528728,service was not as advertised. please help,Product not as described,2572.8,True,False,True,True
SYN-01237,TXN-639926,I never authorized this transaction,Transaction not recognized,65264.88,False,False,False,True
SYN-00800,TXN-502460,payment dispute needs investigation,Other,73047.08,False,False,False,True
SYN-00465,TXN-865433,order never delivered although tracking says pending. please help,Product not received,41647.16,False,False,False,True
SYN-01270,TXN-721678,charged the wrong amount. details missing,Incorrect transaction amount,7271.68,False,False,False,True
SYN-00089,TXN-721254,order never delivered although tracking says pending,Product not received,61964.77,False,False,False,True
SYN-00336,TXN-881667,unclear problem with this purchase. possible mix up,Other,6065.47,False,False,True,True
SYN-00936,TXN-959398,payment dispute needs investigation. details missing,Other,5310.68,False,False,False,True
SYN-00391,TXN-822040,membership was cancelled but billing continued. possible mix up,Subscription cancellation dispute,32198.82,False,False,False,True
SYN-01247,TXN-167808,membership was cancelled but billing continued. custmer says,Subscription cancellation dispute,69303.72,True,False,True,True
SYN-01491,TXN-418395,charged twice for the same order,Duplicate charge,49890.82,False,False,False,True
SYN-00273,TXN-934042,order never delivered although tracking says pending,Product not received,42124.03,False,False,False,True
SYN-00781,TXN-326639,unknown purchase on my statement,Transaction not recognized,71314.31,True,False,True,True
SYN-00148,TXN-499534,merchant has not processed my refund. details missing,Refund not processed,19808.94,False,False,False,True
SYN-01013,TXN-608768,I do not recognize this payment,Transaction not recognized,53235.09,True,False,True,True
SYN-00091,TXN-322423,same transaction debited two times,Duplicate charge,13800.8,True,False,True,True
SYN-00607,TXN-123536,charged after cancelling subscription,Subscription cancellation dispute,62535.54,True,True,True,True
SYN-00997,TXN-993209,I never authorized this transaction,Transaction not recognized,19780.64,True,False,True,True
SYN-01449,TXN-701828,my parcel has not arrived. merchant disagrees,Product not received,50416.27,False,False,False,True
SYN-01407,TXN-431890,renewal debit after cancellation. custmer says,Subscription cancellation dispute,55306.34,False,False,False,True
SYN-00969,TXN-878261,did not receive the product,Product not received,72166.32,False,False,False,True
SYN-01454,TXN-519791,amount taken is higher than greed. ref tx,Incorrect transaction amount,56575.94,False,False,False,True
SYN-00147,TXN-929090,same transaction debited two times,Duplicate charge,27559.34,False,False,False,True
SYN-01561,TXN-387592,my parcel has not arrived,Product not received,3086.78,True,False,True,True
SYN-00532,TXN-606545,merchant has not processed my refund,Refund not processed,66903.75,False,False,False,True
SYN-01400,TXN-911813,unclear problem with this purchase. ref tx,Other,74088.23,True,False,True,True
SYN-00207,TXN-500422,charged after cancelling subscription,Subscription cancellation dispute,21275.81,False,False,False,True
SYN-00440,TXN-191982,unclear problem with this purchase,Other,36030.99,False,False,True,True
SYN-00116,TXN-639593,return completed but money not credited. please help,Refund not processed,30431.7,True,False,True,True
SYN-01124,TXN-425903,refund promised but not received,Refund not processed,12502.39,True,False,True,True
SYN-00610,TXN-605065,service was not as advertised,Product not as described,74459.62,True,False,True,True
SYN-00746,TXN-579770,item is different from its desription,Product not as described,24501.52,False,False,False,True
SYN-00372,TXN-247111,return completed but money not credited,Refund not processed,36824.71,False,False,False,True
SYN-00834,TXN-453796,product quality and colour do not match,Product not as described,14779.64,False,False,False,True
SYN-01023,TXN-785836,charged after cancelling subscription,Subscription cancellation dispute,56491.13,False,False,False,True
SYN-01182,TXN-169986,charged the wrong amount. possible mix up,Incorrect transaction amount,50065.61,False,False,False,True
SYN-00223,TXN-143941,charged after cancelling subscrption,Subscription cancellation dispute,59374.76,True,False,True,True
SYN-00541,TXN-578368,I never authorized this transaction,Transaction not recognized,49163.43,False,False,False,True
SYN-01249,TXN-876555,order never delivered although tracking says pending,Product not received,6866.72,True,True,True,True
SYN-00780,TXN-133164,merchant has not processed my refund. please help,Refund not processed,23723.87,False,False,False,True
SYN-01597,TXN-698910,I never authorized this tranaction,Transaction not recognized,21280.73,False,False,False,True
SYN-00788,TXN-220020,merchant has not processed my refund. merchant disagrees,Refund not processed,11979.86,False,False,False,True
SYN-00297,TXN-461264,my parcel has not arrived,Product not received,3586.72,False,False,False,True
SYN-00114,TXN-802685,product quality and colour do not match,Product not as described,25130.8,True,False,True,True
SYN-00769,TXN-236014,did not receive the product. details missing,Product not received,46818.29,True,False,True,True
SYN-00959,TXN-356092,membership was cancelled but billing continued,Subscription cancellation dispute,4421.46,False,False,False,True
SYN-01305,TXN-295200,order never delivered although tracking says pending. ref tx,Product not received,66786.57,False,True,True,True
SYN-00587,TXN-675512,charged twice for the same order. custmer says,Duplicate charge,69941.2,False,False,False,True
SYN-00127,TXN-232378,membership was cancelled but billing continued,Subscription cancellation dispute,72368.83,False,True,True,True
SYN-00388,TXN-964915,return completed but money not credited,Refund not processed,72615.99,False,False,False,True
SYN-00135,TXN-250069,charged after cancelling subscription. details missing,Subscription cancellation dispute,68479.52,False,False,False,True
SYN-01303,TXN-419626,membership was cancelled but billing continued,Subscription cancellation dispute,29642.28,True,False,True,True
SYN-00786,TXN-903398,service was not as advertised,Product not as described,7911.19,True,False,True,True
SYN-00503,TXN-451936,membership was cancelled but billing continued. merchant disagrees,Subscription cancellation dispute,71029.82,False,False,False,True
SYN-00291,TXN-894139,duplicate payment appears on my card. custmer says,Duplicate charge,68477.12,False,False,False,True
SYN-00024,TXN-454508,unclear problem with this purchase,Other,17006.59,False,True,True,True
SYN-01325,TXN-211532,I never authorized this transaction,Transaction not recognized,28926.28,False,False,False,True
SYN-01483,TXN-642985,same transaction debited two times,Duplicate charge,53319.47,True,False,True,True
SYN-01502,TXN-233457,invoice total differs from debit. urgent,Incorrect transaction amount,38512.58,True,False,True,True
SYN-00876,TXN-996536,return completed but money not credited. possible mix up,Refund not processed,72766.13,False,True,True,True
SYN-00985,TXN-679577,did not receive the product,Product not received,18126.99,False,False,False,True
SYN-01388,TXN-115667,return completed but money not credited,Refund not processed,7485.07,False,False,False,True
SYN-00918,TXN-615780,amount taken is higher than agreed,Incorrect transaction amount,31402.74,False,False,False,True
SYN-01213,TXN-663292,unknown purchase on my statement. ref tx,Transaction not recognized,22656.62,True,False,True,True
SYN-00323,TXN-161585,duplicate payment appears on my card. custmer says,Duplicate charge,74276.19,True,False,True,True
SYN-00299,TXN-501058,charged twice for the same order,Duplicate charge,31642.49,False,False,False,True
SYN-00312,TXN-354655,payment dispute needs investigation,Other,10229.27,False,False,False,True
SYN-01266,TXN-612361,product quality and colour do not match,Product not as described,18215.23,False,True,True,True
SYN-00543,TXN-102303,membership was cancelled but billing continued,Subscription cancellation dispute,49486.15,False,True,True,True
SYN-01450,TXN-941718,service was not as advertised,Product not as described,14944.02,True,False,True,True
SYN-00086,TXN-793655,amount taken is higher than agreed,Incorrect transaction amount,40048.88,False,True,True,True
SYN-00951,TXN-588659,charge after cancelling subscription. details missing,Subscription cancellation dispute,37015.12,False,False,False,True
SYN-00499,TXN-409963,same transaction debited two times,Duplicate charge,37402.98,True,True,True,True
SYN-00894,TXN-757746,charged the wrong amount. please help,Incorrect transaction amount,39146.96,False,False,False,True
SYN-00034,TXN-871476,service was not as advertised,Product not as described,4573.61,True,False,True,True
SYN-00413,TXN-130782,unknown purchase on my statement. urgent,Transaction not recognized,9029.76,False,False,False,True
SYN-00262,TXN-434002,invoice total differs from debit,Incorrect transaction amount,69866.31,False,True,True,True
SYN-01347,TXN-900530,same ransaction debited two times,Duplicate charge,62026.68,False,True,True,True
SYN-01492,TXN-229431,merchant has not processed my refund. possible mix up,Refund not processed,61945.03,False,False,False,True
SYN-00546,TXN-851606,service was not as advertised. please help,Product not as described,58650.03,False,False,False,True
SYN-00961,TXN-829765,my parcel has not arrived. mechant disagrees,Product not received,20142.36,False,False,False,True
SYN-00511,TXN-118786,renewal debit after cancellation. merchant disagrees,Subscription cancellation dispute,39920.86,False,False,False,True
SYN-00734,TXN-243928,charged the wrong amount,Incorrect transaction amount,29584.32,True,False,True,True
SYN-00156,TXN-355400,merchant has not processed my refund. urgent,Refund not processed,59052.02,False,True,True,True
SYN-01361,TXN-785720,order never delivered although tracking says pending,Product not received,10538.09,False,False,False,True
SYN-00743,TXN-734086,charged after cancelling subscription. please help,Subscription cancellation dispute,37773.38,False,False,False,True
SYN-00328,TXN-471658,I have another issue with this transaction,Other,19080.13,True,False,True,True
SYN-00783,TXN-649063,charged after cancelling subscription,Subscription cancellation dispute,36363.18,True,False,True,True
SYN-00352,TXN-826490,unclear problem with this purchase. custmer says,Other,21990.87,False,False,True,True
SYN-00738,TXN-788108,service was not as advertised,Product not as described,57799.51,False,False,False,True
SYN-00572,TXN-859143,return completed but money not credited,Refund not processed,19392.23,False,True,True,True
SYN-00488,TXN-766275,payment dispute needs investigation. merchant disagrees,Other,37982.96,True,False,True,True
SYN-00399,TXN-246814,charged after cancelling subscription,Subscription cancellation dispute,67265.05,False,False,False,True
SYN-00555,TXN-982260,duplicate payment appears on my card,Duplicate charge,50633.09,False,False,False,True
SYN-01246,TXN-860652,amount taken is higher than agreed,Incorrect transaction amount,40183.37,True,True,True,True
SYN-00431,TXN-838936,membership was cancelled but billing continued,Subscription cancellation dispute,22954.58,True,False,True,True
SYN-00794,TXN-832534,item is different from its description,Product not as described,61001.07,False,True,True,True
SYN-01331,TXN-932978,charged twice for the same order. merchant disagrees,Duplicate charge,42549.44,True,True,True,True
SYN-00066,TXN-943170,item is different from its description,Product not as described,16568.54,False,False,False,True
SYN-00586,TXN-365018,product quality and colour do not match. custmer says,Product not as described,46342.61,True,False,True,True
SYN-00668,TXN-422823,return completed but money not credited,Refund not processed,6897.73,False,False,False,True
SYN-01318,TXN-301512,amount taken is higher than agreed,Incorrect transaction amount,20684.12,True,False,True,True
SYN-01511,TXN-767101,renewal debit after cancellation. details missing,Subscription cancellation dispute,32539.49,False,False,False,True
SYN-00227,TXN-545120,duplicate payment appears on my card,Duplicate charge,6378.42,False,False,False,True
SYN-00100,TXN-398151,return completed but money not credited. urgent,Refund not processed,1116.46,False,True,True,True
SYN-00810,TXN-433580,item is different from its description,Product not as described,29690.66,True,False,True,True
SYN-00474,TXN-893969,service was not as advertised,Product not as described,9196.2,False,False,False,True
SYN-00968,TXN-119506,payment dispute needs investigation. ref tx,Other,41157.22,False,False,False,True
SYN-01514,TXN-397189,product quality and colour do not match,Product not as described,11282.0,False,False,False,True
SYN-00133,TXN-934816,I neverauthorized this transaction,Transaction not recognized,3639.17,False,False,False,True
SYN-00425,TXN-986575,order neverdelivered although tracking says pending,Product not received,69111.25,False,True,True,True
SYN-00020,TXN-945964,refund promised but not received,Refund not processed,73902.02,True,False,True,True
SYN-00989,TXN-872739,I never authorized this transction,Transaction not recognized,36978.04,True,False,True,True
SYN-00417,TXN-679720,my parcel has not arrived. merchant disagrees,Product not received,64339.75,True,False,True,True
