case_id,transaction_id,dispute_description,ground_truth_reason,transaction_amount,missing_document,contradiction,expected_human_review,synthetic
SYN-00841,TXN-370782,order never delivered although tracking says pending. please help,Product not received,74697.7,True,False,True,True
SYN-00777,TXN-661916,order never delivered although tracing says pending,Product not received,23798.93,True,False,True,True
SYN-01121,TXN-589251,did not receive the product. merchant disagrees,Product not received,51076.66,False,False,False,True
SYN-01309,TXN-216041,unknown purchase on my statement. merchant disagrees,Transaction not recognized,53249.32,True,False,True,True
SYN-00533,TXN-810859,unknown purchase on my statement. ref tx,Transaction not recognized,1123.56,True,False,True,True
SYN-01433,TXN-123023,my parcel has not arrived. possible mix up,Product not received,36929.06,False,False,False,True
SYN-01269,TXN-634510,unknown purchase on my statement,Transaction not recognized,50225.33,True,False,True,True
SYN-00828,TXN-870033,merchant has not processed my refund,Refund not processed,15971.3,False,False,False,True
SYN-00887,TXN-839113,charged after cancelling subscription. merchant disagrees,Subscription cancellation dispute,48682.96,True,False,True,True
SYN-01441,TXN-716121,did not receive the product,Product not received,59527.65,False,True,True,True
SYN-00769,TXN-236014,did not receive the product. details missing,Product not received,46818.29,True,False,True,True
SYN-00638,TXN-401244,invoice total differs from debit,Incorrect transaction amount,19897.82,False,False,False,True
SYN-01149,TXN-148439,I do not recognize this payment. ref tx,Transaction not recognized,47783.13,True,False,True,True
SYN-00881,TXN-779099,my parcel has not arrived. pssible mix up,Product not received,22324.42,False,True,True,True
SYN-00839,TXN-769809,charged after cancelling subscription,Subscription cancellation dispute,70226.35,True,False,True,True
SYN-00915,TXN-891930,charged twice for the same order. custmer says,Duplicate charge,53326.19,False,False,False,True
SYN-01371,TXN-773662,duplicate payment appears on my card,Duplicate charge,4687.12,True,True,True,True
SYN-01310,TXN-308658,charged the wrong amount. urgent,Incorrect transaction amount,12190.54,False,False,False,True
SYN-01331,TXN-932978,charged twice for the same order. merchant disagrees,Duplicate charge,42549.44,True,True,True,True
SYN-01161,TXN-299903,order never delivered although tracking says pending. merchant disagrees,Product not received,63439.37,False,False,False,True
SYN-00664,TXN-756912,I have another issue with his transaction. urgent,Other,21455.6,True,False,True,True
SYN-01581,TXN-734960,I do not recognize this payment,Transaction not recognized,50009.18,False,False,False,True
SYN-00147,TXN-929090,same transaction debited two times,Duplicate charge,27559.34,False,False,False,True
SYN-00012,TXN-246413,return completed but money not credited. custmer says,Refund not processed,10885.94,False,False,False,True
SYN-00005,TXN-230889,unknown purchase on my statement. possible mix up,Transaction not recognized,34564.44,True,True,True,True
SYN-01385,TXN-864118,did not receive the product,Product not received,38818.82,True,False,True,True
SYN-00457,TXN-435039,did not receive the product. detals missing,Product not received,18001.33,True,False,True,True
SYN-01226,TXN-830140,product qualty and colour do not match,Product not as described,5423.21,False,True,True,True
SYN-00993,TXN-904894,order never delivered although tracking says pending. merchant disagrees,Product not received,38823.69,True,True,True,True
SYN-00577,TXN-191772,did not receive the prouct,Product not received,25011.64,True,False,True,True
SYN-01522,TXN-812321,item is different from its description. possible mix up,Product not as described,37557.16,True,False,True,True
SYN-00536,TXN-157216,unclear problem with this purchase,Other,74086.8,False,False,True,True
SYN-01294,TXN-766511,amount taken is higher than agreed. ref tx,Incorrect transaction amount,17310.78,False,False,False,True
SYN-00569,TXN-407835,did not receive the product,Product not received,24963.11,False,False,False,True
SYN-01573,TXN-709732,I do not recognize this payment,Transaction not recognized,38211.54,False,False,False,True
SYN-01176,TXN-716029,I have another issue with this transaction. possible mix up,Other,70448.68,False,False,False,True
SYN-00065,TXN-821024,did not receive the product,Product not received,11237.48,False,False,False,True
SYN-00177,TXN-563516,my parcl has not arrived. details missing,Product not received,36526.98,True,False,True,True
SYN-01528,TXN-105490,I have another issue with this transaction. please help,Other,60788.47,False,False,False,True
SYN-00546,TXN-851606,service was not as advertised. please help,Product not as described,58650.03,False,False,False,True
SYN-01353,TXN-820126,order never delivered although tracking says pending,Product not received,51394.11,True,False,True,True
SYN-01376,TXN-489523,payment dispute needs investigation,Other,4288.49,False,False,False,True
SYN-01302,TXN-404154,charged te wrong amount,Incorrect transaction amount,64363.76,False,False,False,True
SYN-00303,TXN-860242,renewal debit after cancellation,Subscription cancellation dispute,14297.53,False,True,True,True
SYN-00433,TXN-524035,order never delivered although tracking says pending,Product not received,2523.97,True,False,True,True
SYN-01451,TXN-442753,duplicate payment appears on my card,Duplicate charge,13000.42,False,True,True,True
SYN-00081,TXN-259784,didnot receive the product. custmer says,Product not received,1723.45,False,False,False,True
SYN-00513,TXN-863187,did not receive the product,Product not received,21953.21,False,False,False,True
SYN-00214,TXN-256782,amount taken is higher than agreed,Incorrect transaction amount,16330.19,False,True,True,True
SYN-01292,TXN-841870,refund promised but not received,Refund not processed,73092.56,True,False,True,True
SYN-01433,TXN-123023,my parcel has not arrived. possible mix up,Product not received,36929.06,False,False,False,True
SYN-00621,TXN-813666,I never authorized this transaction,Transaction not recognized,45968.29,False,False,False,True
SYN-00022,TXN-736059,amount taken is higher than agreed,Incorrect transaction amount,20025.5,False,False,False,True
SYN-00247,TXN-965322,charged after cancelling subscription. details missing,Subscription cancellation dispute,42358.19,False,False,False,True
SYN-00617,TXN-830550,order never delivered although tracking says pending,Product not received,57162.9,False,False,False,True
SYN-00041,TXN-785743,order never delivered although tracking says pending. ref tx,Product not received,74045.02,False,False,False,True
SYN-00297,TXN-461264,my parcel has not arrived,Product not received,3586.72,False,False,False,True
SYN-01168,TXN-889185,unclear problem with this purchase. possible mix up,Other,32043.23,False,False,True,True
SYN-00279,TXN-401198,charged after cancelling subscription,Subscription cancellation dispute,15118.51,False,False,False,True
SYN-00780,TXN-133164,merchant has not processed my refund. please help,Refund not processed,23723.87,False,False,False,True
SYN-00089,TXN-721254,order never delivered although tracking says pending,Product not received,61964.77,False,False,False,True
SYN-01042,TXN-404899,service was not as advertised,Product not as described,54884.41,False,False,False,True
SYN-00413,TXN-130782,unknown purchase on my statement. urgent,Transaction not recognized,9029.76,False,False,False,True
SYN-00073,TXN-829308,order never delivered although tracking says pending,Product not received,43888.72,False,False,False,True
SYN-01297,TXN-640028,my parcel has not arrived,Product not received,36077.74,False,False,False,True
SYN-00612,TXN-496583,return completed but money not credited. custmer says,Refund not processed,5348.52,False,False,False,True
SYN-00697,TXN-318877,did not rceive the product,Product not received,69779.72,False,True,True,True
SYN-01223,TXN-659102,charged after cancelling subscription,Subscription cancellation dispute,37647.88,False,False,False,True
SYN-01232,TXN-493914,I have another issue with this transaction,Other,59425.42,True,False,True,True
SYN-01217,TXN-140712,did not receive the product,Product not received,30776.72,False,False,False,True
SYN-00939,TXN-324682,same transaction debited two times. custmer says,Duplicate charge,28594.59,True,False,True,True
SYN-00178,TXN-721946,product quality and colour do not match. possible mix up,Product not as described,50930.38,True,True,True,True
SYN-01337,TXN-780154,order never delivred although tracking says pending,Product not received,8889.74,False,False,False,True
SYN-00977,TXN-789365,my parcel has not arrived. merchant disagrees,Product not received,27384.24,False,False,False,True
SYN-01478,TXN-798384,invoice total differs from debit,Incorrect transaction amount,72175.74,True,False,True,True
SYN-01401,TXN-124057,order never delivered although tracking says pending. possible mix up,Product not received,4244.05,False,False,False,True
SYN-00610,TXN-605065,service was not as advertised,Product not as described,74459.62,True,False,True,True
SYN-01378,TXN-424135,item is different from its description. urgent,Product not as described,56787.56,True,False,True,True
SYN-00121,TXN-678043,did not receive the product. custmer says,Product not received,18430.32,False,False,False,True
SYN-01011,TXN-767578,duplicate payment appears on my card,Duplicate charge,69229.31,False,False,False,True
SYN-01174,TXN-216123,invoice total differs rom debit. details missing,Incorrect transaction amount,11945.41,False,False,False,True
SYN-00617,TXN-830550,order never delivered although tracking says pending,Product not received,57162.9,False,False,False,True
SYN-00636,TXN-128679,refund promised but not received,Refund not processed,44094.21,False,False,False,True
SYN-01463,TXN-778569,charged after cancelling subscription. merchant disagrees,Subscription cancellation dispute,18328.99,False,False,False,True
SYN-01329,TXN-570267,did not receive the product. possible mix up,Product not received,67139.39,False,False,False,True
SYN-00913,TXN-417960,order never delivered although tracking says pending,Product not received,10943.36,False,False,False,True
SYN-00171,TXN-220465,same transaction debited two times. custmer says,Duplicate charge,41808.21,False,False,False,True
SYN-00571,TXN-141814,charged twice for the same order. merchant disagrees,Duplicate charge,46660.27,False,False,False,True
SYN-00353,TXN-353777,my parcel has not arrived,Product not received,47573.17,False,False,False,True
SYN-01265,TXN-722217,my parcel has not arrived. ref tx,Product not received,48826.97,True,False,True,True
SYN-00984,TXN-136500,payment dispute needs investigation,Other,67911.07,True,False,True,True
SYN-01201,TXN-838857,order never delivered although tracking says pending. details missing,Product not received,37855.32,False,False,False,True
SYN-00390,TXN-977345,invoice total differs from debit,Incorrect transaction amount,47037.85,False,True,True,True
SYN-00095,TXN-677124,membership was cancelled but billing continued,Subscription cancellation dispute,74748.03,False,False,False,True
SYN-00165,TXN-906315,unknown purchase on my statement,Transaction not recognized,49172.18,False,True,True,True
SYN-01136,TXN-108474,unclear problem with this purchase,Other,27787.85,True,False,True,True
SYN-00081,TXN-259784,didnot receive the product. custmer says,Product not received,1723.45,False,False,False,True
SYN-00311,TXN-944917,charged after cancelling subscription,Subscription cancellation dispute,53126.45,False,False,False,True
SYN-00081,TXN-259784,didnot receive the product. custmer says,Product not received,1723.45,False,False,False,True
SYN-00746,TXN-579770,item is different from its desription,Product not as described,24501.52,False,False,False,True
SYN-01047,TXN-858115,membership was cancelled but billing continued,Subscription cancellation dispute,66261.25,False,False,False,True
SYN-01023,TXN-785836,charged after cancelling subscription,Subscription cancellation dispute,56491.13,False,False,False,True
SYN-01275,TXN-141044,charged twice for the same order,Duplicate charge,23708.66,True,False,True,True
SYN-00992,TXN-103225,unclear problem with this purchase. please help,Other,48153.83,True,False,True,True
SYN-00745,TXN-803950,my parcel has not arrived. possible mix up,Product not received,16846.28,False,False,False,True
SYN-00361,TXN-606384,my parcel has not arrived. custmer says,Product not received,15672.88,True,False,True,True
SYN-01437,TXN-259746,unknown purchase on my statement,Transaction not recognized,38478.02,True,True,True,True
SYN-01416,TXN-531257,I have another issue with this transaction,Other,46295.89,True,False,True,True
SYN-01031,TXN-117058,renewal debit after cancellation,Subscription cancellation dispute,57694.55,False,False,False,True
SYN-00161,TXN-790909,order never delivered although traking says pending,Product not received,54597.5,True,False,True,True
SYN-01022,TXN-193520,amount taken is higher than agreed,Incorrect transaction amount,64940.43,True,False,True,True
SYN-01255,TXN-840842,renewal debit after cancellation. merchant disagrees,Subscription cancellation dispute,74764.27,False,True,True,True
SYN-00665,TXN-599284,my parcel has not arrived. possible mix up,Product not received,68662.29,True,False,True,True
SYN-00371,TXN-766371,same transaction debited two times. ref tx,Duplicate charge,14093.56,True,False,True,True
SYN-00188,TXN-891093,return completed but money not credited. possible mix up,Refund not processed,37159.45,True,False,True,True
SYN-01175,TXN-236243,charged after cancelling subscription,Subscription cancellation dispute,64954.19,True,False,True,True
SYN-00805,TXN-100193,I never authorized this transaction. urgent,Transaction not recognized,47782.37,False,False,False,True
SYN-00330,TXN-679549,service was not as advrtised,Product not as described,28568.33,False,True,True,True
SYN-00705,TXN-672130,order never delivered although tracking says pending,Product not received,18205.29,False,False,False,True
SYN-01291,TXN-232506,duplicate payment appears on my card,Duplicate charge,11829.9,True,False,True,True
SYN-00806,TXN-315651,charged the wrong amount,Incorrect transaction amount,33647.0,True,False,True,True
SYN-01385,TXN-864118,did not receive the product,Product not received,38818.82,True,False,True,True
SYN-01445,TXN-220219,unknown purchase on my statement,Transaction not recognized,29992.74,False,False,False,True
SYN-01444,TXN-529715,return completed but money not credited,Refund not processed,19128.41,False,False,False,True
SYN-01521,TXN-523387,did not receive the product. custmer says,Product not received,46386.75,False,False,False,True
SYN-00776,TXN-922072,I have another issue with this transaction,Other,25265.54,False,False,False,True
SYN-00965,TXN-196424,I never authorized this transaction. mrchant disagrees,Transaction not recognized,55767.77,False,False,False,True
SYN-00849,TXN-502824,my parcel has not arrived,Product not received,41674.32,True,False,True,True
SYN-00033,TXN-921414,order never delivered although tracking says pending. possible mix up,Product not received,54841.53,True,False,True,True
SYN-01201,TXN-838857,order never delivered although tracking says pending. details missing,Product not received,37855.32,False,False,False,True
SYN-00134,TXN-288803,charged the wrong amount. merchant disagrees,Incorrect transaction amount,51198.35,True,False,True,True
SYN-00569,TXN-407835,did not receive the product,Product not received,24963.11,False,False,False,True
SYN-00689,TXN-409030,order never delivered although tracking says pending,Product not received,32924.44,False,False,False,True
SYN-00930,TXN-333159,service was not as advertised,Product not as described,61129.96,False,True,True,True
SYN-01586,TXN-452993,product quality and colour do not match. custmer says,Product not as described,67327.39,False,True,True,True
SYN-00014,TXN-260265,charged the wrong amount,Incorrect transaction amount,64610.36,False,False,False,True
SYN-00556,TXN-155642,return completed but money not credited. possible mix up,Refund not processed,28688.48,True,True,True,True
SYN-01071,TXN-982464,membership was cancelled but billing continued. possible mix up,Subscription cancellation dispute,54952.3,False,False,False,True
SYN-01251,TXN-544280,same transaction debited two times,Duplicate charge,29232.67,False,False,False,True
SYN-00739,TXN-433025,same transaction debited two times,Duplicate charge,9054.49,False,False,False,True
SYN-00137,TXN-823846,did not receie the product,Product not received,72159.74,False,False,False,True
SYN-01137,TXN-157259,did not receive the product,Product not received,62670.92,True,False,True,True
SYN-01106,TXN-552945,item is different from its description,Product not as described,21102.76,True,False,True,True
SYN-01121,TXN-589251,did not receive the product. merchant disagrees,Product not received,51076.66,False,False,False,True
SYN-00393,TXN-833417,order never delivered although tracking says pending. custmer says,Product not received,23051.4,True,False,True,True
SYN-00674,TXN-215717,service was not as advertised,Product not as described,10418.61,True,True,True,True
SYN-01078,TXN-767377,amount taken is higher than agreed,Incorrect transaction amount,43905.51,False,False,False,True
SYN-00836,TXN-135695,merchant has not processed my refund. please help,Refund not processed,19041.08,False,False,False,True
SYN-00381,TXN-725850,I never authorized this transaction. urgent,Transaction not recognized,40014.14,False,False,False,True
SYN-00513,TXN-863187,did not receive the product,Product not received,21953.21,False,False,False,True
SYN-01533,TXN-171253,unknown purchase on my statement. possible mix up,Transaction not recognized,52804.55,False,False,False,True
SYN-00136,TXN-401603,I have another issue with this transaction,Other,60386.36,True,True,True,True
SYN-01560,TXN-387721,payment dispute needs investigation,Other,60009.05,True,True,True,True
SYN-00833,TXN-510154,did not receive the product,Product not received,49144.53,True,True,True,True
SYN-00684,TXN-927477,refund promised but not received,Refund not processed,9148.91,True,False,True,True
SYN-00706,TXN-516379,item is different from its description,Product not as described,34039.23,False,False,False,True
SYN-00799,TXN-658624,membership was cancelled but billing continued,Subscription cancellation dispute,59473.63,True,False,True,True
SYN-00201,TXN-289019,did not receive the prouct,Product not received,27321.67,False,False,False,True
SYN-00826,TXN-653007,product quality and colour do not match,Product not as described,13723.71,False,False,False,True
SYN-01273,TXN-665163,did not receive the product,Product not received,62818.2,False,True,True,True
SYN-00323,TXN-161585,duplicate payment appears on my card. custmer says,Duplicate charge,74276.19,True,False,True,True
SYN-00484,TXN-776913,merchant has not processed my refund,Refund not processed,31374.02,False,False,False,True
SYN-00793,TXN-659399,order never delivered although tracking says pending,Product not received,50380.77,False,False,False,True
SYN-00280,TXN-858243,payment dispute needs investigation. please help,Other,40228.93,True,False,True,True
SYN-00257,TXN-900961,order never delivered although tracking says pending,Product not received,54617.33,False,False,False,True
SYN-00265,TXN-597643,order never delivered although tracking says pending,Product not received,2192.23,False,False,False,True
SYN-01512,TXN-310083,I have another issue with this transaction. possible mix up,Other,52531.92,True,False,True,True
SYN-01283,TXN-849149,charged twice for the sam order,Duplicate charge,48488.37,True,False,True,True
SYN-01158,TXN-345147,invoice total differs from debit,Incorrect transaction amount,13630.7,True,False,True,True
SYN-00033,TXN-921414,order never delivered although tracking says pending. possible mix up,Product not received,54841.53,True,False,True,True
SYN-01221,TXN-794791,I do not recognize this payment. ref tx,Transaction not recognized,43459.54,True,False,True,True
SYN-00281,TXN-976822,my parcel has not arrived,Product not received,68988.6,False,True,True,True
SYN-00300,TXN-665497,merchant has not processed my refund,Refund not processed,49701.74,False,False,False,True
SYN-01188,TXN-276636,refund promised but not received. please help,Refund not processed,55659.94,True,True,True,True
SYN-01577,TXN-355882,order never delivered although tracking says pending,Product not received,43227.81,True,False,True,True
SYN-01289,TXN-433443,did not receive the product,Product not received,3786.7,True,True,True,True
SYN-01563,TXN-138801,same transaction debited two times. merchant disagrees,Duplicate charge,862.54,False,True,True,True
SYN-01091,TXN-790229,charged twice for the same order,Duplicate charge,1595.09,False,False,False,True
SYN-01145,TXN-206105,order never delivered although tracking says pending,Product not received,19781.05,True,True,True,True
SYN-00281,TXN-976822,my parcel has not arrived,Product not received,68988.6,False,True,True,True
SYN-00263,TXN-634473,charged after cancelling subscription,Subscription cancellation dispute,38146.67,False,False,False,True
SYN-00601,TXN-837920,order never delivered although tracking says pending,Product not received,24439.84,True,False,True,True
SYN-01449,TXN-701828,my parcel has not arrived. merchant disagrees,Product not received,50416.27,False,False,False,True
SYN-00501,TXN-804505,I do not recognize this payment. custmer says,Transaction not recognized,68008.09,False,False,False,True
SYN-00441,TXN-941134,order never delivered although tracking says pending,Product not received,18835.5,False,False,False,True
SYN-01107,TXN-374056,charged twice for the same order,Duplicate charge,25828.46,True,False,True,True
SYN-00367,TXN-219490,charged after cancelling subscription,Subscription cancellation dispute,14940.35,False,False,False,True
SYN-00421,TXN-486162,I do not recognize this payment,Transaction not recognized,18344.53,False,False,False,True
SYN-00542,TXN-729094,invoice ttal differs from debit,Incorrect transaction amount,57602.51,False,False,False,True
SYN-00786,TXN-903398,service was not as advertised,Product not as described,7911.19,True,False,True,True
SYN-01410,TXN-730134,service was not as advertised. urgent,Product not as described,58123.73,True,False,True,True
SYN-01303,TXN-419626,membership was cancelled but billing continued,Subscription cancellation dispute,29642.28,True,False,True,True
SYN-00401,TXN-128127,did not receive the product. details missing,Product not received,70607.63,False,False,False,True
SYN-01369,TXN-902598,my prcel has not arrived,Product not received,31353.23,True,False,True,True
SYN-01154,TXN-781298,service was not as advertised,Product not as described,59338.5,False,False,False,True
SYN-00185,TXN-332335,my parcel has not arrived. details missing,Product not received,55985.95,True,False,True,True
SYN-01146,TXN-320449,item is different from its description,Product not as described,25510.41,False,False,False,True
SYN-00350,TXN-393916,invoice total differs from debit,Incorrect transaction amount,24575.62,False,False,False,True
SYN-00945,TXN-481377,order never delivered although tracking says pending,Product not received,12819.66,False,False,False,True
SYN-00792,TXN-833337,I have another issue with this transaction,Other,62745.68,False,False,False,True
SYN-01220,TXN-776681,return completed but mone not credited. ref tx,Refund not processed,52370.56,False,False,False,True
SYN-01124,TXN-425903,refund promised but not received,Refund not processed,12502.39,True,False,True,True
SYN-01246,TXN-860652,amount taken is higher than agreed,Incorrect transaction amount,40183.37,True,True,True,True
SYN-00649,TXN-237509,order never delivered although tracking says pending,Product not received,13654.89,False,False,False,True
SYN-00800,TXN-502460,payment dispute needs investigation,Other,73047.08,False,False,False,True
SYN-01461,TXN-653217,I never authorized this transaction,Transaction not recognized,9352.65,False,False,False,True
SYN-00379,TXN-223088,duplicate payment ppears on my card,Duplicate charge,33041.87,True,False,True,True
SYN-00113,TXN-713762,did not receive the product. possible mix up,Product not received,21005.39,False,False,False,True
SYN-00681,TXN-814544,my parcel has not arrived,Product not received,35566.82,False,False,False,True
SYN-00881,TXN-779099,my parcel has not arrived. pssible mix up,Product not received,22324.42,False,True,True,True
SYN-00681,TXN-814544,my parcel has not arrived,Product not received,35566.82,False,False,False,True
SYN-00694,TXN-772036,charged the wrong amount,Incorrect transaction amount,24329.81,False,False,False,True
SYN-01379,TXN-692232,charged twice for the same order,Duplicate charge,73254.38,True,False,True,True
SYN-00449,TXN-120896,order never delivered although tracking says pending,Product not received,45203.98,True,True,True,True
SYN-01170,TXN-509873,item is different from its description. merchant disagrees,Product not as described,43125.7,False,False,False,True
SYN-01173,TXN-173378,unknown purchase on my staement. urgent,Transaction not recognized,49535.49,True,False,True,True
SYN-00316,TXN-354377,refund promised but not received,Refund not processed,36022.76,True,False,True,True
SYN-00599,TXN-898461,renewal debit after cancellation,Subscription cancellation dispute,3222.44,False,False,False,True
SYN-01569,TXN-348490,did not receive the product. urgent,Product not received,38424.97,True,False,True,True
SYN-00026,TXN-324643,item is different from its description,Product not as described,50239.21,True,False,True,True
SYN-01090,TXN-704876,product quality and colour do not match,Product not as described,46478.68,False,False,False,True
SYN-00089,TXN-721254,order never delivered although tracking says pending,Product not received,61964.77,False,False,False,True
SYN-00009,TXN-497887,did not receive the product,Product not received,12421.67,True,False,True,True
SYN-00690,TXN-388698,service was not as advertised,Product not as described,54983.43,True,False,True,True
SYN-00843,TXN-371577,charged twice for the same order. possible mix up,Duplicate charge,33229.75,False,True,True,True
SYN-00974,TXN-542519,charged the wrong amount. urgent,Incorrect transaction amount,74348.72,True,False,True,True
SYN-00859,TXN-281873,same transaction debited two times,Duplicate charge,3608.92,False,False,False,True
SYN-00216,TXN-725726,I have another issue with this transaction. custmer says,Other,67904.89,False,True,True,True
SYN-00873,TXN-243030,my parcel has not arrived,Product not received,29171.69,False,False,False,True
SYN-01377,TXN-451767,did not receive the product,Product not received,58453.81,True,False,True,True
SYN-01113,TXN-879243,did not receive the product,Product not received,899.38,False,False,False,True
SYN-00118,TXN-559398,invoice total differs from debit,Incorrect transaction amount,69589.85,True,False,True,True
SYN-00545,TXN-366641,my parcel has not arrived,Product not received,30808.37,False,False,False,True
SYN-01314,TXN-403527,item is different from its description. possible mix up,Product not as described,32687.21,False,False,False,True
SYN-00969,TXN-878261,did not receive the product,Product not received,72166.32,False,False,False,True
SYN-01347,TXN-900530,same ransaction debited two times,Duplicate charge,62026.68,False,True,True,True
SYN-00313,TXN-299734,order never delivered althoughtracking says pending. custmer says,Product not received,54398.66,False,True,True,True
SYN-00004,TXN-197251,refund promised but not received,Refund not processed,25376.61,True,False,True,True
SYN-01169,TXN-133773,order never delivered although tracking says pending,Product not received,42654.36,True,False,True,True
SYN-01537,TXN-617530,did not receive the product,Product not received,4861.23,False,False,False,True
SYN-01588,TXN-869070,merchant has not processed my refund,Refund not processed,52568.2,False,False,False,True
SYN-00345,TXN-541557,order never delivered although tracking says pending. merchant disagrees,Product not received,32713.22,False,True,True,True
SYN-00500,TXN-955653,merchant has not processed my refund,Refund not processed,74607.57,False,False,False,True
SYN-00273,TXN-934042,order never delivered although tracking says pending,Product not received,42124.03,False,False,False,True
SYN-01537,TXN-617530,did not receive the product,Product not received,4861.23,False,False,False,True
SYN-00172,TXN-743378,merchant has not processed my refund,Refund not processed,61418.15,False,False,False,True
SYN-01577,TXN-355882,order never delivered although tracking says pending,Product not received,43227.81,True,False,True,True
SYN-00769,TXN-236014,did not receive the product. details missing,Product not received,46818.29,True,False,True,True
SYN-00225,TXN-938171,did not receive the product. merchant disagrees,Product not received,20635.88,True,False,True,True
SYN-00251,TXN-518084,charged twice for the same order. urgent,Duplicate charge,64586.01,False,False,False,True
SYN-00708,TXN-962283,refund promised but not received. urgent,Refund not processed,70762.37,True,False,True,True
SYN-00591,TXN-980919,membership was cancelled but billing continued. merchant disagrees,Subscription cancellation dispute,32821.52,True,False,True,True
SYN-00276,TXN-745584,merchant has not processed my refund. possible mix up,Refund not processed,10467.15,False,False,False,True
SYN-00478,TXN-716493,amount taken is higher than agreed,Incorrect transaction amount,11284.49,False,False,False,True
SYN-00113,TXN-713762,did not receive the product. possible mix up,Product not received,21005.39,False,False,False,True
SYN-00985,TXN-679577,did not receive the product,Product not received,18126.99,False,False,False,True
SYN-01050,TXN-683879,item is different from its dscription,Product not as described,17756.21,False,False,False,True
SYN-01345,TXN-172827,did not receive the product. merchant disagrees,Product not received,45664.7,True,False,True,True
SYN-00865,TXN-223215,order never deliveredalthough tracking says pending,Product not received,17825.03,True,True,True,True
SYN-01127,TXN-707056,charged after cancelling subscription,Subscription cancellation dispute,46975.71,False,False,False,True
SYN-00958,TXN-755520,invoice total differs fro debit. details missing,Incorrect transaction amount,2211.14,True,False,True,True
SYN-01585,TXN-542875,order never delivered although tracking says pending. urgent,Product not received,68912.92,True,False,True,True
SYN-01328,TXN-677236,payment dispute needs investigation,Other,14538.85,False,True,True,True
SYN-00357,TXN-778159,I never authorized this transaction,Transaction not recognized,48447.98,False,False,False,True
SYN-00697,TXN-318877,did not rceive the product,Product not received,69779.72,False,True,True,True
SYN-01293,TXN-591431,I do not recognize this payment,Transaction not recognized,26678.66,False,False,False,True
SYN-00246,TXN-708851,invoice total differs from debit. merchant disagrees,Incorrect transaction amount,44466.86,True,False,True,True
SYN-00347,TXN-498343,charged twice for the same order,Duplicate charge,63152.52,True,False,True,True
SYN-00364,TXN-936507,refund promised but not received,Refund not processed,34761.11,True,False,True,True
SYN-01306,TXN-530670,product quality and colour do notmatch,Product not as described,67408.44,True,False,True,True
SYN-01235,TXN-832229,duplicate payment appear on my card,Duplicate charge,429.74,False,False,False,True
SYN-00450,TXN-286080,service was not as advertised,Product not as described,25688.12,False,False,False,True
SYN-01129,TXN-810477,my parcel has not arrived. possible mix up,Product not received,5120.18,True,False,True,True
SYN-00079,TXN-972335,membership was cancelled but billing continued. ref tx,Subscription cancellation dispute,56450.09,False,False,False,True
SYN-01470,TXN-471643,invoice total differs from debit. custmer says,Incorrect transaction amount,41362.31,False,True,True,True
SYN-00361,TXN-606384,my parcel has not arrived. custmer says,Product not received,15672.88,True,False,True,True
SYN-00553,TXN-844904,did not receive the product. urgent,Product not received,50493.23,True,False,True,True
SYN-00535,TXN-462544,renewal debit after cancellation,Subscription cancellation dispute,18792.81,True,False,True,True
SYN-01081,TXN-224535,my parcel has not arrived,Product not received,42014.76,True,True,True,True
SYN-00369,TXN-411893,did not receive the product. merchant disagrees,Product not received,53007.64,False,False,False,True
SYN-01583,TXN-274872,renewal debit after cancellation,Subscription cancellation dispute,34163.83,True,True,True,True
SYN-00618,TXN-727354,service was not as advertised. urgent,Product not as described,6468.64,False,False,False,True
SYN-00945,TXN-481377,order never delivered although tracking says pending,Product not received,12819.66,False,False,False,True
SYN-00430,TXN-573869,charged the wrong amount,Incorrect transaction amount,57820.96,True,False,True,True
SYN-01305,TXN-295200,order never delivered although tracking says pending. ref tx,Product not received,66786.57,False,True,True,True
SYN-01468,TXN-705282,refund promised but not received,Refund not processed,23173.89,True,True,True,True
SYN-00853,TXN-799731,I do not recognize this payment. merchant disagrees,Transaction not recognized,60571.16,True,True,True,True
SYN-01505,TXN-227341,did not receive the roduct. details missing,Product not received,64850.56,False,False,False,True
SYN-01038,TXN-556957,amount taken is higher than agreed,Incorrect transaction amount,48800.19,True,False,True,True
SYN-01097,TXN-351262,order never delivered although tracking says pending. merchant disagrees,Product not received,4079.54,False,False,False,True
SYN-01209,TXN-181961,my parcel has not arrived. urgent,Product not received,17875.23,False,False,False,True
SYN-01201,TXN-838857,order never delivered although tracking says pending. details missing,Product not received,37855.32,False,False,False,True
SYN-00715,TXN-692354,charged twice for the same order,Duplicate charge,24084.2,True,False,True,True
SYN-00420,TXN-578933,merchant has not processed my refund. ref tx,Refund not processed,6660.72,False,False,False,True
SYN-00121,TXN-678043,did not receive the product. custmer says,Product not received,18430.32,False,False,False,True
SYN-01529,TXN-863660,order never delivered although tracking says pending,Product not received,51240.3,False,False,False,True
SYN-00009,TXN-497887,did not receive the product,Product not received,12421.67,True,False,True,True
SYN-01488,TXN-389666,I have another issue with this transaction. custmer says,Other,70905.88,True,False,True,True
SYN-00569,TXN-407835,did not receive the product,Product not received,24963.11,False,False,False,True
SYN-00557,TXN-980155,I never authorized this transaction. merchant disagrees,Transaction not recognized,18941.21,True,False,True,True
SYN-00978,TXN-624548,item is different from its description,Product not as described,42908.38,False,False,False,True
SYN-00902,TXN-255130,invoice total differs from debit,Incorrect transaction amount,73356.07,False,False,False,True
